timestamp,machine_id,vibration,temperature,pressure,failure
2024-01-01 00:00:00,103,2.8057153766238647,68.97419885641565,100.28530685246018,0
2024-01-01 01:00:00,436,2.991307945228672,66.8214723256188,101.14930307097839,0
2024-01-01 02:00:00,349,2.8790394364338554,72.78480690383338,103.79076901839875,0
2024-01-01 03:00:00,271,2.0616548343310623,68.04528127149787,94.87872195120681,0
2024-01-01 04:00:00,107,3.860846306067571,74.2187540277601,101.18156342556041,0
2024-01-01 05:00:00,72,2.8629770055571324,71.14860481326961,98.1730377231732,0
2024-01-01 06:00:00,189,3.086352208288477,67.51671528298598,102.29275038733417,0
2024-01-01 07:00:00,21,3.6222744953815296,69.1829058717851,99.38767022706007,0
2024-01-01 08:00:00,103,1.8275138652393974,69.32444544288401,100.7690593085677,0
2024-01-01 09:00:00,122,2.744153064044144,70.83080440845896,96.78558139285364,0
2024-01-01 10:00:00,467,2.806441363210098,71.80509643975303,101.61552123006211,0
2024-01-01 11:00:00,215,2.831844977274678,67.74864689340866,97.56802059480653,0
2024-01-01 12:00:00,331,2.9132567046430236,68.80737116112752,99.34107312104949,0
2024-01-01 13:00:00,459,3.7235673992224223,70.57177824744517,102.45708137818912,0
2024-01-01 14:00:00,88,3.336729437863611,55.214179370130765,101.3921585740468,0
2024-01-01 15:00:00,373,3.4790176343144146,72.76499861892252,99.42792087596598,0
2024-01-01 16:00:00,100,3.023560135905462,65.23140467139328,97.07668697089659,0
2024-01-01 17:00:00,360,2.3003134769272493,68.55469961629824,99.65111437039906,0
2024-01-01 18:00:00,152,1.9601514824269965,66.6131858612755,98.9637129073535,0
2024-01-01 19:00:00,131,2.2352961383841845,73.74247096079799,98.94055961332991,0
2024-01-01 20:00:00,150,3.1798828520830096,75.12363402954867,98.49960894455702,0
2024-01-01 21:00:00,309,3.0158848563488174,69.43844913169941,99.22004217305961,0
2024-01-01 22:00:00,258,2.894918176221996,69.50311827043019,99.5096032779092,0
2024-01-01 23:00:00,344,2.815711546629932,69.80547432856179,103.85618835931051,0
2024-01-02 00:00:00,492,4.005860787721374,69.92142144043638,97.77181450727936,0
2024-01-02 01:00:00,414,2.588548204511763,75.00503115981226,102.28979075767039,0
2024-01-02 02:00:00,294,3.4639097280580295,85.05204763359728,102.4625415310007,0
2024-01-02 03:00:00,386,3.000956468010497,69.14016336873605,95.44162236167332,0
2024-01-02 04:00:00,192,2.9695302441070015,72.84244556438915,98.36232263579936,0
2024-01-02 05:00:00,444,3.588318774308372,65.76626811882382,99.78120360599537,0
2024-01-02 06:00:00,277,3.7312651913457224,66.22368505728029,100.28702052189966,0
2024-01-02 07:00:00,161,2.880225271557581,64.89877117888665,96.97404508862954,0
2024-01-02 08:00:00,460,3.3996013596210712,76.69730808260394,99.58065216104264,0
2024-01-02 09:00:00,314,3.181945681075027,73.51788273093732,100.84348441138691,0
2024-01-02 10:00:00,22,3.0037185694049575,68.07558487418673,97.00858440185063,0
2024-01-02 11:00:00,253,3.102127471328513,71.06465616293156,99.87948549866378,0
2024-01-02 12:00:00,236,2.655995592577581,73.82242061017078,98.16725225866045,0
2024-01-02 13:00:00,345,2.8469503033344576,75.98001629452682,99.58124411046877,0
2024-01-02 14:00:00,49,2.709682360123647,72.04252108797706,98.37071015145695,0
2024-01-02 15:00:00,475,3.45068835821446,70.45978279297437,99.21727559411067,0
2024-01-02 16:00:00,59,2.952399442229469,76.59492103491316,99.20834909762166,0
2024-01-02 17:00:00,170,2.351142987692481,64.48253062418293,103.34476121509213,0
2024-01-02 18:00:00,476,2.638281388418456,60.39077696430039,104.2026479886175,0
2024-01-02 19:00:00,188,1.4003676773939109,76.28097607991492,104.15639624043857,0
2024-01-02 20:00:00,464,2.7527536990589256,67.7537964072203,95.36820009795267,0
